순번	소분류	발행기관	학술지명	발행국가	ISSN	IF값	IF상위값
15708	국제전문학술지(SSCI)	WILEY	STRATEGIC ENTREPRENEURSHIP JOURNAL	미국	19324391	6.3	14.9
6647	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	HEART RHYTHM	미국	15475271	5.8	14.9
3233	국제전문학술지(SCIE)	KEAI PUBLISHING LTD	ADVANCES IN CLIMATE CHANGE RESEARCH	중국	16749278	5.2	14.9
5624	국제전문학술지(SCIE)	WILEY	EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS	미국	00988847	5	14.9
7171	국제전문학술지(SCIE)	ELSEVIER SCI LTD	INTERMETALLICS	영국	09669795	4.8	14.9
3109	국제전문학술지(SCIE)	SPRINGER HEIDELBERG	ACTA MECHANICA SINICA	독일	05677718	4.6	14.9
5178	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	COMPUTERS & GEOSCIENCES	영국	00983004	4.4	14.9
8081	국제전문학술지(SCIE)	ELSEVIER	JOURNAL OF CONTAMINANT HYDROLOGY	네덜란드	01697722	4.4	14.9
8332	국제전문학술지(SCIE)	ASCE-AMER SOC CIVIL ENGINEERS	JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING	미국	10900241	4.4	14.9
10234	국제전문학술지(SCIE)	TAYLOR & FRANCIS LTD	NONDESTRUCTIVE TESTING AND EVALUATION	영국	10589759	4.2	14.9
4143	국제전문학술지(SCIE)	AMER CHEMICAL SOC	BIOCONJUGATE CHEMISTRY	미국	10431802	3.9	14.9
4060	국제전문학술지(SCIE)	GALENOS PUBL HOUSE	BALKAN MEDICAL JOURNAL	튀르키예	21463123	3.8	14.9
7172	국제전문학술지(SCIE)	SPRINGER-VERLAG ITALIA SRL	INTERNAL AND EMERGENCY MEDICINE	이탈리아	18280447	3.8	14.9
13364	국제전문학술지(SSCI)	SPRINGER HEIDELBERG	EURASIAN BUSINESS REVIEW	독일	13094297	3.5	14.9
13437	국제전문학술지(SSCI)	OXFORD UNIV PRESS	EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS	영국	01651587	3.5	14.9
2976	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	ACADEMIC PEDIATRICS	미국	18762859	2.8	14.9
7182	국제전문학술지(SCIE)	BMC	INTERNATIONAL BREASTFEEDING JOURNAL	영국	17464358	2.8	14.9
11530	국제전문학술지(SCIE)	ELSEVIER SCI LTD	SEMINARS IN FETAL & NEONATAL MEDICINE	영국	1744165X	2.8	14.9
6292	국제전문학술지(SCIE)	PENSOFT PUBLISHERS	FOSSIL RECORD	독일	21930074	2.1	14.9
4688	국제전문학술지(SCIE)	BMC	CELL COMMUNICATION AND SIGNALING	영국	1478811X	8.9	15
7083	국제전문학술지(SCIE)	BMC	INFLAMMATION AND REGENERATION	영국	18808190	6.6	15
10283	국제전문학술지(SCIE)	NATURE PORTFOLIO	NPJ VACCINES	영국	20590105	6.6	15
13279	국제전문학술지(SSCI)	ELSEVIER	ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS	네덜란드	15674223	6.3	15
5315	국제전문학술지(SCIE)	SPRINGER	CURRENT HIV/AIDS REPORTS	미국	15483568	4.4	15
6081	국제전문학술지(SCIE)	ACADEMIC PRESS INC ELSEVIER SCIENCE	EXPERIMENTAL AND MOLECULAR PATHOLOGY	미국	00144800	3.7	15
8796	국제전문학술지(SCIE)	WILEY	JOURNAL OF PATHOLOGY CLINICAL RESEARCH	미국	20564538	3.7	15
8819	국제전문학술지(SCIE)	WILEY	JOURNAL OF PERIODONTAL RESEARCH	미국	00223484	3.4	15
8905	국제전문학술지(SCIE)	JAPAN PROSTHODONTIC SOC	JOURNAL OF PROSTHODONTIC RESEARCH	아일랜드	18831958	3.4	15
15335	국제전문학술지(SSCI)	SAGE PUBLICATIONS LTD	PUBLIC POLICY AND ADMINISTRATION	영국	09520767	3.2	15
15190	국제전문학술지(SSCI)	SAGE PUBLICATIONS LTD	POLITICAL STUDIES	영국	00323217	2.8	15
4144	국제전문학술지(SCIE)	SPRINGER	BIOCONTROL	네덜란드	13866141	2.7	15
8449	국제전문학술지(SCIE)	OXFORD UNIV PRESS INC	JOURNAL OF INTEGRATED PEST MANAGEMENT	미국	21557470	2.7	15
14965	국제전문학술지(SSCI)	OXFORD UNIV PRESS	MIGRATION STUDIES	영국	20495838	2.7	15
7792	국제전문학술지(SCIE)	WILEY	JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION	미국	09312439	2.4	15
10936	국제전문학술지(SCIE)	ELSEVIER	PREVENTIVE VETERINARY MEDICINE	네덜란드	01675877	2.4	15
8932	국제전문학술지(SCIE)	ELSEVIER	JOURNAL OF RARE EARTHS	네덜란드	10020721	7.2	15.1
10382	국제전문학술지(SCIE)	SPRINGERNATURE	ONCOGENESIS	미국	21579024	6.4	15.1
7535	국제전문학술지(SCIE)	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	INTERNATIONAL JOURNAL OF THERMAL SCIENCES	프랑스	12900729	5	15.1
3319	국제전문학술지(SCIE)	WILEY	AGRICULTURAL ECONOMICS	미국	01695150	4	15.1
7619	국제전문학술지(SCIE)	SPRINGER	IRRIGATION SCIENCE	미국	03427188	3.5	15.1
14706	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	JOURNAL OF THE AMERICAN PLANNING ASSOCIATION	영국	01944363	3.4	15.1
5946	국제전문학술지(SCIE)	OXFORD UNIV PRESS INC	EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY	미국	10107940	3	15.1
8936	국제전문학술지(SCIE)	SLACK INC	JOURNAL OF REFRACTIVE SURGERY	미국	1081597X	3	15.1
8948	국제전문학술지(SCIE)	SPRINGERNATURE	JOURNAL OF ROBOTIC SURGERY	영국	18632483	3	15.1
9252	국제전문학술지(SCIE)	ELSEVIER	JOURNAL OF VASCULAR SURGERY-VENOUS AND LYMPHATIC DISORDERS	네덜란드	2213333X	3	15.1
10189	국제전문학술지(SCIE)	AMER ASSOC NEUROLOGICAL SURGEONS	NEUROSURGICAL FOCUS	미국	10920684	3	15.1
12061	국제전문학술지(SCIE)	FRONTIERS MEDIA SA	TRANSPLANT INTERNATIONAL	미국	09340874	3	15.1
6005	국제전문학술지(SCIE)	ELSEVIER	EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES	네덜란드	09280987	4.7	15.2
6007	국제전문학술지(SCIE)	ELSEVIER	EUROPEAN JOURNAL OF PHARMACOLOGY	네덜란드	00142999	4.7	15.2
7197	국제전문학술지(SCIE)	ELSEVIER	INTERNATIONAL IMMUNOPHARMACOLOGY	네덜란드	15675769	4.7	15.2
12622	국제전문학술지(SSCI)	WILEY	APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE		14640597	4.3	15.2
13726	국제전문학술지(SSCI)	CAMBRIDGE UNIV PRESS	INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY	미국	17549426	4.3	15.2
8580	국제전문학술지(SCIE)	BMJ PUBLISHING GROUP	JOURNAL OF MEDICAL ETHICS	영국	03066800	3.5	15.2
11456	국제전문학술지(SCIE)	BMC	SCANDINAVIAN JOURNAL OF TRAUMA RESUSCITATION & EMERGENCY MEDICINE	영국	17577241	3.1	15.2
13321	국제전문학술지(SSCI)	SAGE PUBLICATIONS LTD	ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE	영국	23998083	3.1	15.2
13534	국제전문학술지(SSCI)	PERGAMON-ELSEVIER SCIENCE LTD	GEOFORUM	영국	00167185	3.1	15.2
13539	국제전문학술지(SSCI)	WILEY	GEOGRAPHICAL JOURNAL	미국	00167398	3.1	15.2
12981	국제전문학술지(SSCI)	ACADEMIC PRESS INC ELSEVIER SCIENCE	COGNITIVE PSYCHOLOGY	미국	00100285	3	15.2
14164	국제전문학술지(SSCI)	MIT PRESS	JOURNAL OF COGNITIVE NEUROSCIENCE	미국	0898929X	3	15.2
15310	국제전문학술지(SSCI)	SPRINGER	PSYCHONOMIC BULLETIN & REVIEW	미국	10699384	3	15.2
15801	국제전문학술지(SSCI)	WILEY	TOPICS IN COGNITIVE SCIENCE	미국	17568757	3	15.2
14139	국제전문학술지(SSCI)	SPRINGER	JOURNAL OF CANCER SURVIVORSHIP	미국	19322259	2.9	15.2
12994	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	COMMUNICATION & SPORT	미국	21674795	2.8	15.2
11997	국제전문학술지(SCIE)	SPRINGER INT PUBL AG	TOPICS IN CURRENT CHEMISTRY	스위스	23650869	8.8	15.3
5493	국제전문학술지(SCIE)	WILEY	DIABETES OBESITY & METABOLISM	미국	14628902	5.7	15.3
4199	국제전문학술지(SCIE)	SPRINGER	BIOLOGY AND FERTILITY OF SOILS	미국	01782762	5.6	15.3
6958	국제전문학술지(SCIE)	IEEE	IEEE WIRELESS COMMUNICATIONS LETTERS	미국	21622337	5.5	15.3
9100	국제전문학술지(SCIE)	ASSOC INFORMATION SYSTEMS	JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS	조지아	15369323	5.5	15.3
5590	국제전문학술지(SCIE)	ADIS INT LTD	DRUG SAFETY	뉴질랜드	01145916	3.8	15.3
5829	국제전문학술지(SCIE)	SPRINGER	ENVIRONMENTAL GEOCHEMISTRY AND HEALTH	네덜란드	02694042	3.8	15.3
5866	국제전문학술지(SCIE)	OXFORD UNIV PRESS INC	EPIDEMIOLOGIC REVIEWS	미국	0193936X	3.8	15.3
6483	국제전문학술지(SCIE)	AMER GEOPHYSICAL UNION	GEOHEALTH	미국	24711403	3.8	15.3
12489	국제전문학술지(SSCI)	MARY ANN LIEBERT, INC	AIDS PATIENT CARE AND STDS	미국	10872914	3.8	15.3
8958	국제전문학술지(SCIE)	ELSEVIER SCI LTD	JOURNAL OF SCIENCE AND MEDICINE IN SPORT	영국	14402440	3.4	15.3
3566	국제전문학술지(SCIE)	EUROPEAN MATHEMATICAL SOC-EMS	ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE	네덜란드	02941449	2.2	15.3
5895	국제전문학술지(SCIE)	EDP SCIENCES S A	ESAIM-MATHEMATICAL MODELLING AND NUMERICAL ANALYSIS	프랑스	28227840	2.2	15.3
8101	국제전문학술지(SCIE)	SPRINGER	JOURNAL OF CRYPTOLOGY	미국	09332790	2.2	15.3
10313	국제전문학술지(SCIE)	SPRINGER HEIDELBERG	NUMERISCHE MATHEMATIK	독일	0029599X	2.2	15.3
5452	국제전문학술지(SCIE)	WILEY	DEPOSITIONAL RECORD	미국	20554877	2	15.3
6487	국제전문학술지(SCIE)	UNIV BARCELONA	GEOLOGICA ACTA	스페인	16956133	2	15.3
4534	국제전문학술지(SCIE)	WILEY	CAAI TRANSACTIONS ON INTELLIGENCE TECHNOLOGY	영국	24686557	7.3	15.4
6905	국제전문학술지(SCIE)	IEEE	IEEE TRANSACTIONS ON GREEN COMMUNICATIONS AND NETWORKING	미국	24732400	6.7	15.4
4831	국제전문학술지(SCIE)	CHINESE JOURNAL CANCER RESEARCH CO	CHINESE JOURNAL OF CANCER RESEARCH	중국	10009604	6.3	15.4
10383	국제전문학술지(SCIE)	TAYLOR & FRANCIS INC	ONCOIMMUNOLOGY	미국	2162402X	6.3	15.4
11123	국제전문학술지(SCIE)	VEREIN FORDERUNG OPEN ACCESS PUBLIZIERENS QUANTENWISSENSCHAF	QUANTUM	오스트리아	2521327X	5.4	15.4
11508	국제전문학술지(SCIE)	SCIPOST FOUNDATION	SCIPOST PHYSICS	네덜란드	25424653	5.4	15.4
3031	국제전문학술지(SCIE)	AMER CHEMICAL SOC	ACS MACRO LETTERS	미국	21611653	5.2	15.4
9509	국제전문학술지(SCIE)	AMER CHEMICAL SOC	MACROMOLECULES	미국	00249297	5.2	15.4
5973	국제전문학술지(SCIE)	SPRINGERNATURE	EUROPEAN JOURNAL OF HUMAN GENETICS	영국	10184813	4.6	15.4
14705	국제전문학술지(SSCI)	OXFORD UNIV PRESS	JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION	영국	10675027	4.6	15.4
6153	국제전문학술지(SCIE)	WILEY	FASEB JOURNAL	미국	08926638	4.2	15.4
9331	국제전문학술지(SCIE)	KOREAN SOC NEPHROLOGY	KIDNEY RESEARCH AND CLINICAL PRACTICE	대한민국	22119132	3.8	15.4
3314	국제전문학술지(SCIE)	WILEY	AGRICULTURAL & ENVIRONMENTAL LETTERS	미국	24719625	3.6	15.4
12446	국제전문학술지(SSCI)	PERGAMON-ELSEVIER SCIENCE LTD	ADDICTIVE BEHAVIORS	영국	03064603	3.6	15.4
6002	국제전문학술지(SCIE)	WILEY	EUROPEAN JOURNAL OF PAIN	미국	10903801	3.4	15.4
15496	국제전문학술지(SSCI)	WILEY	RISK ANALYSIS	미국	02724332	3.3	15.4
9550	국제전문학술지(SCIE)	SPRINGER	MARINE BIOTECHNOLOGY	미국	14362228	2.8	15.4
4679	국제전문학술지(SCIE)	BMC	CELL AND BIOSCIENCE	영국	20453701	6.2	15.5
4715	국제전문학술지(SCIE)	SPRINGER BASEL AG	CELLULAR AND MOLECULAR LIFE SCIENCES	스위스	1420682X	6.2	15.5
5724	국제전문학술지(SCIE)	SPRINGERNATURE	EMBO REPORTS	미국	1469221X	6.2	15.5
8730	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	JOURNAL OF NUTRITIONAL BIOCHEMISTRY	미국	09552863	4.9	15.5
9307	국제전문학술지(SCIE)	ZHEJIANG UNIV PRESS	JOURNAL OF ZHEJIANG UNIVERSITY-SCIENCE B	중국	16731581	4.9	15.5
9775	국제전문학술지(SCIE)	BMC	MICROBIAL CELL FACTORIES	영국	14752859	4.9	15.5
10345	국제전문학술지(SCIE)	OXFORD UNIV PRESS INC	NUTRITION REVIEWS	미국	00296643	4.9	15.5
8590	국제전문학술지(SCIE)	WILEY	JOURNAL OF MEDICAL VIROLOGY	미국	01466615	4.6	15.5
6135	국제전문학술지(SCIE)	ELSEVIER	EXTREME MECHANICS LETTERS	네덜란드	23524316	4.5	15.5
4686	국제전문학술지(SCIE)	ELSEVIER SCI LTD	CELL CALCIUM	영국	01434160	4	15.5
7956	국제전문학술지(SCIE)	WILEY	JOURNAL OF CELLULAR PHYSIOLOGY	미국	00219541	4	15.5
6800	국제전문학술지(SCIE)	IEEE	IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE	미국	08858985	3.8	15.5
12909	국제전문학술지(SSCI)	WILEY	CHILD DEVELOPMENT	미국	00093920	3.8	15.5
13033	국제전문학술지(SSCI)	ACADEMIC PRESS INC ELSEVIER SCIENCE	CONTEMPORARY EDUCATIONAL PSYCHOLOGY	미국	0361476X	3.8	15.5
14210	국제전문학술지(SSCI)	AMER PSYCHOLOGICAL ASSOC	JOURNAL OF COUNSELING PSYCHOLOGY	미국	00220167	3.8	15.5
5949	국제전문학술지(SCIE)	WILEY	EUROPEAN JOURNAL OF CLINICAL INVESTIGATION	미국	00142972	3.6	15.5
10840	국제전문학술지(SCIE)	WILEY	PLANTS PEOPLE PLANET	영국	25722611	3.6	15.5
4056	국제전문학술지(SCIE)	KEAI PUBLISHING LTD	AVIAN RESEARCH	영국	20537166	1.7	15.5
6364	국제전문학술지(SCIE)	HIGHER EDUCATION PRESS	FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING	중국	20952201	6.4	15.6
6865	국제전문학술지(SCIE)	IEEE	IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION	미국	0018926X	5.8	15.6
6943	국제전문학술지(SCIE)	IEEE	IEEE TRANSACTIONS ON SIGNAL PROCESSING	미국	1053587X	5.8	15.6
5362	국제전문학술지(SCIE)	LIPPINCOTT WILLIAMS & WILKINS	CURRENT OPINION IN NEUROLOGY	미국	13507540	4.4	15.6
3439	국제전문학술지(SCIE)	AMER SOC NEURORADIOLOGY	AMERICAN JOURNAL OF NEURORADIOLOGY	미국	01956108	3.7	15.6
3811	국제전문학술지(SCIE)	TAYLOR & FRANCIS INC	AQUACULTURE ECONOMICS & MANAGEMENT	미국	13657305	3.7	15.6
3815	국제전문학술지(SCIE)	ELSEVIER	AQUACULTURE REPORTS	네덜란드	23525134	3.7	15.6
13379	국제전문학술지(SSCI)	SPRINGER	EUROPEAN JOURNAL OF AGEING	미국	16139372	3.5	15.6
15292	국제전문학술지(SSCI)	AMER PSYCHOLOGICAL ASSOC	PSYCHOLOGY AND AGING	미국	08827974	3.5	15.6
12610	국제전문학술지(SSCI)	WILEY	APPLIED ECONOMIC PERSPECTIVES AND POLICY	미국	20405790	3.4	15.6
13326	국제전문학술지(SSCI)	SPRINGER	ENVIRONMENTAL & RESOURCE ECONOMICS	네덜란드	09246460	3.4	15.6
14098	국제전문학술지(SSCI)	ELSEVIER	JOURNAL OF ASIAN ECONOMICS	네덜란드	10490078	3.4	15.6
14602	국제전문학술지(SSCI)	ELSEVIER SCIENCE SA	JOURNAL OF PUBLIC ECONOMICS	스위스	00472727	3.4	15.6
15409	국제전문학술지(SSCI)	ELSEVIER SCI LTD	RESEARCH IN TRANSPORTATION ECONOMICS	영국	07398859	3.4	15.6
5453	국제전문학술지(SCIE)	WILEY	DEPRESSION AND ANXIETY	미국	10914269	3.3	15.6
11080	국제전문학술지(SCIE)	ELSEVIER	PSYCHOLOGY OF SPORT AND EXERCISE	네덜란드	14690292	3.3	15.6
12722	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS	영국	10357718	2.7	15.6
5075	국제전문학술지(SCIE)	SPRINGER	COMMUNICATIONS IN MATHEMATICAL PHYSICS	미국	00103616	2.6	15.6
12929	국제전문학술지(SSCI)	CHINESE UNIV PRESS	CHINA REVIEW-AN INTERDISCIPLINARY JOURNAL ON GREATER CHINA	중국	16802012	1.4	15.6
13072	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	CRITICAL ASIAN STUDIES	영국	14672715	1.4	15.6
13893	국제전문학술지(SSCI)	CAMBRIDGE UNIV PRESS	INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES	미국	00207438	1.4	15.6
4146	국제전문학술지(SCIE)	ELSEVIER	BIOCYBERNETICS AND BIOMEDICAL ENGINEERING	네덜란드	02085216	6.6	15.7
9669	국제전문학술지(SCIE)	ELSEVIER SCI LTD	MEAT SCIENCE	영국	03091740	6.1	15.7
5642	국제전문학술지(SCIE)	WILEY	ECOLOGICAL APPLICATIONS	미국	10510761	4.3	15.7
5656	국제전문학술지(SCIE)	WILEY	ECOLOGY	미국	00129658	4.3	15.7
11209	국제전문학술지(SCIE)	WILEY	REMOTE SENSING IN ECOLOGY AND CONSERVATION	미국	20563485	4.3	15.7
5273	국제전문학술지(SCIE)	COPERNICUS GESELLSCHAFT MBH	CRYOSPHERE	독일	19940416	4.2	15.7
6638	국제전문학술지(SCIE)	NIHR JOURNALS LIBRARY	HEALTH TECHNOLOGY ASSESSMENT	영국	13665278	4	15.7
6441	국제전문학술지(SCIE)	WILEY	GENETIC EPIDEMIOLOGY	미국	07410395	3.8	15.7
10731	국제전문학술지(SCIE)	AMER PHYSICAL SOC	PHYSICAL REVIEW PHYSICS EDUCATION RESEARCH	미국	24699896	3.6	15.7
6138	국제전문학술지(SCIE)	SPRINGERNATURE	EYE	영국	0950222X	3.4	15.7
7793	국제전문학술지(SCIE)	OXFORD UNIV PRESS INC	JOURNAL OF ANIMAL SCIENCE	미국	00218812	2.9	15.7
13084	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	CRITICAL STUDIES IN EDUCATION	영국	17508487	2.7	15.7
13258	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	EDUCATIONAL EVALUATION AND POLICY ANALYSIS	미국	01623737	2.7	15.7
13942	국제전문학술지(SSCI)	SPRINGER	INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION	네덜란드	09577572	2.7	15.7
15698	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	SPORT EDUCATION AND SOCIETY	영국	13573322	2.7	15.7
5923	국제전문학술지(SCIE)	ELSEVIER MASSON, CORPORATION OFFICE	EUROPEAN ANNALS OF OTORHINOLARYNGOLOGY-HEAD AND NECK DISEASES	프랑스	18797296	2.4	15.7
8779	국제전문학술지(SCIE)	SAGE PUBLICATIONS INC	JOURNAL OF OTOLARYNGOLOGY-HEAD & NECK SURGERY	영국	19160216	2.4	15.7
9283	국제전문학술지(SCIE)	MOSBY-ELSEVIER	JOURNAL OF VOICE	미국	08921997	2.4	15.7
11024	국제전문학술지(SCIE)	WILEY	PROGRESS IN PHOTOVOLTAICS	미국	10627995	7.6	15.8
13781	국제전문학술지(SSCI)	ELSEVIER	INTERNATIONAL BUSINESS REVIEW	네덜란드	09695931	6.1	15.8
14320	국제전문학술지(SSCI)	ELSEVIER	JOURNAL OF FAMILY BUSINESS STRATEGY	네덜란드	18778585	6.1	15.8
11564	국제전문학술지(SCIE)	TAYLOR & FRANCIS INC	SEPARATION AND PURIFICATION REVIEWS	미국	15422119	5.6	15.8
3989	국제전문학술지(SCIE)	COPERNICUS GESELLSCHAFT MBH	ATMOSPHERIC CHEMISTRY AND PHYSICS	독일	16807316	5.1	15.8
6551	국제전문학술지(SCIE)	WILEY	GLIA	미국	08941491	5.1	15.8
5176	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	COMPUTERS & ELECTRICAL ENGINEERING	영국	00457906	4.9	15.8
7702	국제전문학술지(SCIE)	JMIR PUBLICATIONS, INC	JMIR AGING		25617605	4.8	15.8
5358	국제전문학술지(SCIE)	LIPPINCOTT WILLIAMS & WILKINS	CURRENT OPINION IN LIPIDOLOGY	미국	09579672	4.6	15.8
6784	국제전문학술지(SCIE)	SPRINGERNATURE	HYPERTENSION RESEARCH	영국	09169636	4.6	15.8
11793	국제전문학술지(SCIE)	CELL PRESS	STRUCTURE	미국	09692126	4.3	15.8
7621	국제전문학술지(SCIE)	CELL PRESS	ISCIENCE	미국	25890042	4.1	15.8
9052	국제전문학술지(SCIE)	TAYLOR & FRANCIS LTD	JOURNAL OF TAIBAH UNIVERSITY FOR SCIENCE	영국	16583655	4.1	15.8
10273	국제전문학술지(SCIE)	NATURE PORTFOLIO	NPJ MICROGRAVITY	영국	23738065	4.1	15.8
3394	국제전문학술지(SCIE)	AMER ACAD FAMILY PHYSICIANS	AMERICAN FAMILY PHYSICIAN	미국	0002838X	3.5	15.8
8223	국제전문학술지(SCIE)	WILEY	JOURNAL OF EVIDENCE BASED MEDICINE	영국	17565383	3.5	15.8
8784	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	JOURNAL OF PAIN AND SYMPTOM MANAGEMENT	미국	08853924	3.5	15.8
6300	국제전문학술지(SCIE)	MDPI	FRACTAL AND FRACTIONAL	스위스	25043110	3.3	15.8
11369	국제전문학술지(SCIE)	WILEY	RISK ANALYSIS	미국	02724332	3.3	15.8
6642	국제전문학술지(SCIE)	MOSBY-ELSEVIER	HEART & LUNG	미국	01479563	2.6	15.8
7941	국제전문학술지(SCIE)	LIPPINCOTT WILLIAMS & WILKINS	JOURNAL OF CARDIOVASCULAR NURSING	미국	08894655	2.6	15.8
10322	국제전문학술지(SCIE)	WILEY	NURSING IN CRITICAL CARE	미국	13621017	2.6	15.8
14140	국제전문학술지(SSCI)	LIPPINCOTT WILLIAMS & WILKINS	JOURNAL OF CARDIOVASCULAR NURSING	미국	08894655	2.6	15.8
15069	국제전문학술지(SSCI)	WILEY	NURSING IN CRITICAL CARE	미국	13621017	2.6	15.8
4667	국제전문학술지(SCIE)	TAYLOR & FRANCIS INC	CATALYSIS REVIEWS-SCIENCE AND ENGINEERING	미국	01614940	10.1	15.9
5042	국제전문학술지(SCIE)	COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT	COLD SPRING HARBOR PERSPECTIVES IN BIOLOGY	미국	19430264	8.4	15.9
12026	국제전문학술지(SCIE)	MIT PRESS	TRANSACTIONS OF THE ASSOCIATION FOR COMPUTATIONAL LINGUISTICS	미국	2307387X	6.9	15.9
9471	국제전문학술지(SCIE)	WILEY	LIVER INTERNATIONAL	미국	14783223	5.2	15.9
6423	국제전문학술지(SCIE)	SPRINGERNATURE	GENE THERAPY	영국	09697128	4.5	15.9
6435	국제전문학술지(SCIE)	SPRINGERNATURE	GENES AND IMMUNITY	영국	14664879	4.5	15.9
9847	국제전문학술지(SCIE)	ELSEVIER SCI LTD	MITOCHONDRION	영국	15677249	4.5	15.9
7096	국제전문학술지(SCIE)	ELSEVIER	INFORMATION AND SOFTWARE TECHNOLOGY	네덜란드	09505849	4.3	15.9
3995	국제전문학술지(SCIE)	ACADEMIC PRESS INC ELSEVIER SCIENCE	ATOMIC DATA AND NUCLEAR DATA TABLES	미국	0092640X	4.1	15.9
3741	국제전문학술지(SCIE)	ELSEVIER SCI LTD	APPLIED ACOUSTICS	영국	0003682X	3.6	15.9
13202	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	EATING DISORDERS	영국	10640266	3.5	15.9
14972	국제전문학술지(SSCI)	SPRINGER	MINDFULNESS	네덜란드	18688527	3.5	15.9
3333	국제전문학술지(SCIE)	MDPI	AGRONOMY-BASEL	스위스	20734395	3.4	15.9
6102	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	EXPERIMENTAL THERMAL AND FLUID SCIENCE	미국	08941777	3.3	15.9
10847	국제전문학술지(SCIE)	IOP PUBLISHING LTD	PLASMA SOURCES SCIENCE & TECHNOLOGY	영국	09630252	3.3	15.9
12987	국제전문학술지(SSCI)	UNIV CALIFORNIA PRESS	COLLABRA-PSYCHOLOGY	미국	24747394	3.2	15.9
14780	국제전문학술지(SSCI)	OXFORD UNIV PRESS INC	JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES	미국	10795014	3.2	15.9
15308	국제전문학술지(SSCI)	DOVE MEDICAL PRESS LTD	PSYCHOLOGY RESEARCH AND BEHAVIOR MANAGEMENT	뉴질랜드	11791578	3.2	15.9
15439	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	REVIEW OF GENERAL PSYCHOLOGY	미국	10892680	3.2	15.9
12790	국제전문학술지(SSCI)	BMJ PUBLISHING GROUP	BMJ SEXUAL & REPRODUCTIVE HEALTH	영국	25151991	2.8	15.9
10286	국제전문학술지(SCIE)	KOREAN NUCLEAR SOC	NUCLEAR ENGINEERING AND TECHNOLOGY	대한민국	17385733	2.6	15.9
6269	국제전문학술지(SCIE)	ELSEVIER IRELAND LTD	FORENSIC SCIENCE INTERNATIONAL	아일랜드	03790738	2.5	15.9
12455	국제전문학술지(SSCI)	ELSEVIER SCI LTD	ADVANCES IN LIFE COURSE RESEARCH	영국	15694909	2.4	15.9
15341	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	QUALITATIVE HEALTH RESEARCH	미국	10497323	2.4	15.9
15576	국제전문학술지(SSCI)	SPRINGER	SEXUALITY RESEARCH AND SOCIAL POLICY	미국	18689884	2.4	15.9
13909	국제전문학술지(SSCI)	TAYLOR & FRANCIS LTD	INTERNATIONAL JOURNAL OF PSYCHOANALYSIS	영국	00207578	0.9	15.9
8207	국제전문학술지(SCIE)	TAYLOR & FRANCIS LTD	JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY	영국	14756366	5.4	16
