순번	소분류	발행기관	학술지명	발행국가	ISSN	IF값	IF상위값
15068	국제전문학술지(SSCI)	SAGE PUBLICATIONS LTD	NURSING ETHICS	영국	09697330	2.7	13.7
8964	국제전문학술지(SCIE)	SEPM-SOC SEDIMENTARY GEOLOGY	JOURNAL OF SEDIMENTARY RESEARCH	미국	15271404	2.1	13.7
15388	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	REMEDIAL AND SPECIAL EDUCATION	미국	07419325	2.1	13.7
3696	국제전문학술지(SCIE)	ANNUAL REVIEWS	ANNUAL REVIEW OF PHYSICAL CHEMISTRY	미국	0066426X	11.7	13.8
5180	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	COMPUTERS & INDUSTRIAL ENGINEERING	영국	03608352	6.5	13.8
8009	국제전문학술지(SCIE)	AMER SOC MICROBIOLOGY	JOURNAL OF CLINICAL MICROBIOLOGY	미국	00951137	5.4	13.8
4259	국제전문학술지(SCIE)	SPRINGER HEIDELBERG	BIORESOURCES AND BIOPROCESSING	영국	21974365	5.1	13.8
4608	국제전문학술지(SCIE)	SPRINGERNATURE	CANCER GENE THERAPY	영국	09291903	5	13.8
9210	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	JOURNAL OF THROMBOSIS AND HAEMOSTASIS	미국	15387933	5	13.8
4733	국제전문학술지(SCIE)	SAGE PUBLICATIONS LTD	CEPHALALGIA	영국	03331024	4.6	13.8
8680	국제전문학술지(SCIE)	SPRINGER HEIDELBERG	JOURNAL OF NEUROLOGY	독일	03405354	4.6	13.8
12428	국제전문학술지(SSCI)	AMER ACCOUNTING ASSOC	ACCOUNTING REVIEW	미국	00014826	4.4	13.8
12379	국제전문학술지(SCIE)	ELSEVIER	ZEITSCHRIFT FUR MEDIZINISCHE PHYSIK	네덜란드	09393889	4.2	13.8
15873	국제전문학술지(SSCI)	SAGE PUBLICATIONS LTD	URBAN STUDIES	영국	00420980	4.1	13.8
14306	국제전문학술지(SSCI)	SAGE PUBLICATIONS LTD	JOURNAL OF EUROPEAN SOCIAL POLICY	영국	09589287	3.2	13.8
11962	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	THERIOGENOLOGY	미국	0093691X	2.5	13.8
11589	국제전문학술지(SCIE)	SIAM PUBLICATIONS	SIAM JOURNAL ON IMAGING SCIENCES	미국	19364954	2.3	13.8
11594	국제전문학술지(SCIE)	SIAM PUBLICATIONS	SIAM JOURNAL ON OPTIMIZATION	미국	10526234	2.3	13.8
11801	국제전문학술지(SCIE)	WILEY	STUDIES IN APPLIED MATHEMATICS	미국	00222526	2.3	13.8
12509	국제전문학술지(SSCI)	WILEY	AMERICAN ETHNOLOGIST	미국	00940496	2	13.8
12515	국제전문학술지(SSCI)	WILEY	AMERICAN JOURNAL OF BIOLOGICAL ANTHROPOLOGY	미국	26927691	2	13.8
12627	국제전문학술지(SSCI)	SPRINGER HEIDELBERG	ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES	독일	18669557	2	13.8
8192	국제전문학술지(SCIE)	ELSEVIER SCI LTD	JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING	영국	22132929	7.2	13.9
11495	국제전문학술지(SCIE)	AMER ASSOC ADVANCEMENT SCIENCE	SCIENCE SIGNALING	미국	19450877	6.8	13.9
8300	국제전문학술지(SCIE)	SPRINGER JAPAN KK	JOURNAL OF GASTROENTEROLOGY	일본	09441174	5.5	13.9
6781	국제전문학술지(SCIE)	ELSEVIER	HYDROMETALLURGY	네덜란드	0304386X	5.3	13.9
7529	국제전문학술지(SCIE)	TAYLOR & FRANCIS LTD	INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE	영국	00207721	4.6	13.9
9835	국제전문학술지(SCIE)	EDIZIONI MINERVA MEDICA	MINERVA UROLOGY AND NEPHROLOGY	미국	27246051	4.2	13.9
5306	국제전문학술지(SCIE)	SPRINGER HEIDELBERG	CURRENT EPIDEMIOLOGY REPORTS	독일	21962995	3.9	13.9
6014	국제전문학술지(SCIE)	OXFORD UNIV PRESS	EUROPEAN JOURNAL OF PUBLIC HEALTH	영국	11011262	3.9	13.9
7707	국제전문학술지(SCIE)	JMIR PUBLICATIONS, INC	JMIR PUBLIC HEALTH AND SURVEILLANCE	캐나다	23692960	3.9	13.9
10933	국제전문학술지(SCIE)	CENTERS  DISEASE CONTROL & PREVENTION	PREVENTING CHRONIC DISEASE	미국	15451151	3.9	13.9
13413	국제전문학술지(SSCI)	OXFORD UNIV PRESS	EUROPEAN JOURNAL OF PUBLIC HEALTH	영국	11011262	3.9	13.9
14032	국제전문학술지(SSCI)	JMIR PUBLICATIONS, INC	JMIR PUBLIC HEALTH AND SURVEILLANCE	캐나다	23692960	3.9	13.9
14525	국제전문학술지(SSCI)	EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC	JOURNAL OF OCCUPATIONAL HEALTH PSYCHOLOGY	미국	10768998	3.9	13.9
15229	국제전문학술지(SSCI)	CENTERS  DISEASE CONTROL & PREVENTION	PREVENTING CHRONIC DISEASE	미국	15451151	3.9	13.9
8778	국제전문학술지(SCIE)	SPRINGER	JOURNAL OF ORTHOPAEDICS AND TRAUMATOLOGY	영국	15909921	3.7	13.9
7947	국제전문학술지(SCIE)	LIPPINCOTT WILLIAMS & WILKINS	JOURNAL OF CATARACT AND REFRACTIVE SURGERY	미국	08863350	3.2	13.9
13453	국제전문학술지(SSCI)	ELSEVIER SCIENCE INC	EVOLUTION AND HUMAN BEHAVIOR	미국	10905138	3.2	13.9
7412	국제전문학술지(SCIE)	WORLD SCIENTIFIC PUBL CO PTE LTD	INTERNATIONAL JOURNAL OF MODERN PHYSICS B	싱가포르	02179792	2.8	13.9
12798	국제전문학술지(SSCI)	ACADEMIC PRESS INC ELSEVIER SCIENCE	BRAIN AND LANGUAGE	미국	0093934X	2.3	13.9
14439	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY	미국	0261927X	2.3	13.9
12656	국제전문학술지(SSCI)	WILEY	ASIA PACIFIC VIEWPOINT	미국	13607456	1.5	13.9
14843	국제전문학술지(SSCI)	CAMBRIDGE UNIV PRESS	LATIN AMERICAN POLITICS AND SOCIETY	미국	1531426X	1.5	13.9
14960	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	MIDDLE EAST CRITIQUE	영국	19436149	1.5	13.9
8177	국제전문학술지(SCIE)	ELSEVIER	JOURNAL OF ENERGY STORAGE	네덜란드	2352152X	9.8	14
4690	국제전문학술지(SCIE)	SPRINGERNATURE	CELL DEATH & DISEASE	영국	20414889	9.6	14
3036	국제전문학술지(SCIE)	AMER CHEMICAL SOC	ACS PHOTONICS	미국	23304022	6.7	14
3511	국제전문학술지(SCIE)	ELSEVIER	ANALYTICA CHIMICA ACTA	네덜란드	00032670	6	14
9682	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	MECHANISM AND MACHINE THEORY	영국	0094114X	5.3	14
13863	국제전문학술지(SSCI)	TAYLOR & FRANCIS INC	INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION	미국	10447318	4.9	14
8532	국제전문학술지(SCIE)	TAYLOR & FRANCIS LTD	JOURNAL OF MARINE ENGINEERING AND TECHNOLOGY	영국	20464177	4.4	14
11199	국제전문학술지(SCIE)	BMJ PUBLISHING GROUP	REGIONAL ANESTHESIA AND PAIN MEDICINE	영국	10987339	3.5	14
13575	국제전문학술지(SSCI)	WILEY	GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS	미국	09521895	3.1	14
15173	국제전문학술지(SSCI)	POLICY PRESS	POLICY AND POLITICS	영국	03055736	3.1	14
4356	국제전문학술지(SCIE)	BMC	BMC SPORTS SCIENCE MEDICINE AND REHABILITATION	영국	20521847	2.8	14
10861	국제전문학술지(SCIE)	WILEY	PM&R	미국	19341482	2.8	14
13519	국제전문학술지(SSCI)	MARY ANN LIEBERT, INC	GAMES FOR HEALTH JOURNAL	미국	2161783X	2.8	14
13474	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	FEMINIST CRIMINOLOGY	미국	15570851	2.3	14
14427	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	JOURNAL OF INTERPERSONAL VIOLENCE	미국	08862605	2.3	14
15362	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	RACE AND JUSTICE	미국	21533687	2.3	14
4111	국제전문학술지(SCIE)	SPRINGER HEIDELBERG	BIO-DESIGN AND MANUFACTURING	독일	20965524	7.6	14.1
10279	국제전문학술지(SCIE)	NATURE PORTFOLIO	NPJ REGENERATIVE MEDICINE	영국	20573995	6.5	14.1
14195	국제전문학술지(SSCI)	OXFORD UNIV PRESS INC	JOURNAL OF CONSUMER RESEARCH	미국	00935301	6.4	14.1
6995	국제전문학술지(SCIE)	PENSOFT PUBLISHERS	IMA FUNGUS	미국	22106340	6.2	14.1
7358	국제전문학술지(SCIE)	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES	영국	10715819	5.1	14.1
8104	국제전문학술지(SCIE)	SAGE PUBLICATIONS INC	JOURNAL OF CUTANEOUS MEDICINE AND SURGERY	미국	12034754	3.9	14.1
8116	국제전문학술지(SCIE)	TAYLOR & FRANCIS LTD	JOURNAL OF DERMATOLOGICAL TREATMENT	영국	09546634	3.9	14.1
11223	국제전문학술지(SCIE)	BIOSCIENTIFICA LTD	REPRODUCTION	영국	14701626	3.7	14.1
12921	국제전문학술지(SSCI)	WILEY	CHINA & WORLD ECONOMY	미국	16712234	3.6	14.1
13225	국제전문학술지(SSCI)	OXFORD UNIV PRESS	ECONOMIC JOURNAL	영국	00130133	3.6	14.1
12560	국제전문학술지(SSCI)	OXFORD UNIV PRESS INC	ANNALS OF BEHAVIORAL MEDICINE	미국	08836612	3.3	14.1
12824	국제전문학술지(SSCI)	WILEY	BRITISH JOURNAL OF PSYCHOLOGY	미국	00071269	3.3	14.1
14994	국제전문학술지(SSCI)	EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC	MOTIVATION SCIENCE	미국	23338113	3.3	14.1
13324	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	ENVIRONMENT AND PLANNING E-NATURE AND SPACE	미국	25148486	3.2	14.1
13430	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	EUROPEAN PLANNING STUDIES	영국	09654313	3.2	14.1
9014	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	JOURNAL OF STORED PRODUCTS RESEARCH	영국	0022474X	2.8	14.1
12569	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE	미국	00027162	2.6	14.1
13167	국제전문학술지(SSCI)	WILEY	DISASTERS	미국	03613666	2.6	14.1
12655	국제전문학술지(SSCI)	TAYLOR & FRANCIS LTD	ASIA PACIFIC LAW REVIEW	영국	10192557	1.7	14.1
12795	국제전문학술지(SSCI)	BOSTON UNIV LAW REVIEW	BOSTON UNIVERSITY LAW REVIEW	미국	00068047	1.7	14.1
13593	국제전문학술지(SSCI)	HARVARD LAW SCHOOL	HARVARD INTERNATIONAL LAW JOURNAL	미국	00178063	1.7	14.1
14449	국제전문학술지(SSCI)	CAMBRIDGE UNIV PRESS	JOURNAL OF LAW MEDICINE & ETHICS	미국	10731105	1.7	14.1
14943	국제전문학술지(SSCI)	OXFORD UNIV PRESS	MEDICAL LAW REVIEW	영국	09670742	1.7	14.1
14945	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	MEDICINE SCIENCE AND THE LAW	미국	00258024	1.7	14.1
15042	국제전문학술지(SSCI)	NEW YORK UNIV SCHOOL LAW	NEW YORK UNIVERSITY LAW REVIEW	미국	00287881	1.7	14.1
15778	국제전문학술지(SSCI)	TEXAS LAW REVIEW PUBL INC	TEXAS LAW REVIEW	미국	00404411	1.7	14.1
15892	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	WASHINGTON QUARTERLY	영국	0163660X	1.7	14.1
11854	국제전문학술지(SCIE)	ELSEVIER	SUSTAINABLE MATERIALS AND TECHNOLOGIES	네덜란드	22149937	9.2	14.2
4457	국제전문학술지(SCIE)	SPRINGERNATURE	BRITISH JOURNAL OF CANCER	영국	00070920	6.8	14.2
4923	국제전문학술지(SCIE)	JOHN WILEY & SONS LTD	CLINICAL AND TRANSLATIONAL MEDICINE	영국	20011326	6.8	14.2
13334	국제전문학술지(SSCI)	ELSEVIER	ENVIRONMENTAL INNOVATION AND SOCIETAL TRANSITIONS	네덜란드	22104224	6.1	14.2
5498	국제전문학술지(SCIE)	WILEY	DIABETES-METABOLISM RESEARCH AND REVIEWS	미국	15207552	6	14.2
7298	국제전문학술지(SCIE)	TAYLOR & FRANCIS LTD	INTERNATIONAL JOURNAL OF DIGITAL EARTH	영국	17538947	4.9	14.2
5466	국제전문학술지(SCIE)	ELSEVIER SCI LTD	DESIGN STUDIES	영국	0142694X	4.8	14.2
13740	국제전문학술지(SSCI)	ELSEVIER SCI LTD	INFORMATION AND ORGANIZATION	영국	14717727	4.7	14.2
3596	국제전문학술지(SCIE)	AME PUBLISHING COMPANY	ANNALS OF CARDIOTHORACIC SURGERY	중국	2225319X	3.1	14.2
8694	국제전문학술지(SCIE)	AMER ASSOC NEUROLOGICAL SURGEONS	JOURNAL OF NEUROSURGERY-SPINE	미국	15475654	3.1	14.2
10351	국제전문학술지(SCIE)	SPRINGER	OBESITY SURGERY	미국	09608923	3.1	14.2
13644	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	HIGHER EDUCATION RESEARCH & DEVELOPMENT	영국	07294360	2.9	14.2
14272	국제전문학술지(SSCI)	SPRINGER	JOURNAL OF EDUCATIONAL CHANGE	네덜란드	13892843	2.9	14.2
6436	국제전문학술지(SCIE)	BMC	GENES AND NUTRITION	영국	15558932	4.9	14.3
6349	국제전문학술지(SCIE)	FRONTIERS MEDIA SA	FRONTIERS IN PHARMACOLOGY	스위스	16639812	4.8	14.3
10652	국제전문학술지(SCIE)	MDPI	PHARMACEUTICALS	스위스	14248247	4.8	14.3
9497	국제전문학술지(SCIE)	IOP PUBLISHING LTD	MACHINE LEARNING-SCIENCE AND TECHNOLOGY	영국	26322153	4.6	14.3
10981	국제전문학술지(SCIE)	JAPAN ACAD	PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES	일본	03862208	4.6	14.3
6825	국제전문학술지(SCIE)	IEEE COMPUTER SOC	IEEE INTERNET COMPUTING	미국	10897801	4.5	14.3
15838	국제전문학술지(SSCI)	ELSEVIER SCI LTD	TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR	영국	13698478	4.4	14.3
12751	국제전문학술지(SSCI)	ELSEVIER INC	BEHAVIOR THERAPY	미국	00057894	3.8	14.3
15143	국제전문학술지(SSCI)	SPRINGER INT PUBL AG	PERSPECTIVES ON BEHAVIOR SCIENCE	스위스	25208969	3.8	14.3
3326	국제전문학술지(SCIE)	MDPI	AGRICULTURE-BASEL	스위스	20770472	3.6	14.3
15664	국제전문학술지(SSCI)	SAGE PUBLICATIONS INC	SOCIOLOGY OF EDUCATION	미국	00380407	2.8	14.3
3581	국제전문학술지(SCIE)	SCUOLA NORMALE SUPERIORE	ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE	이탈리아	0391173X	1.3	14.3
4539	국제전문학술지(SCIE)	SPRINGER-VERLAG ITALIA SRL	CALCOLO	이탈리아	00080624	1.3	14.3
5539	국제전문학술지(SCIE)	ALLIANCE DIAMOND OPEN ACCESS JOURNALS	DISCRETE ANALYSIS	영국	23973129	1.3	14.3
7734	국제전문학술지(SCIE)	WALTER DE GRUYTER GMBH	JOURNAL FUR DIE REINE UND ANGEWANDTE MATHEMATIK	독일	00754102	1.3	14.3
8134	국제전문학술지(SCIE)	SPRINGER	JOURNAL OF DYNAMICS AND DIFFERENTIAL EQUATIONS	미국	10407294	1.3	14.3
8292	국제전문학술지(SCIE)	WILEY	JOURNAL OF FUNCTION SPACES	영국	23148896	1.3	14.3
8567	국제전문학술지(SCIE)	WILEY	JOURNAL OF MATHEMATICS	영국	23144629	1.3	14.3
8909	국제전문학술지(SCIE)	SPRINGER BASEL AG	JOURNAL OF PSEUDO-DIFFERENTIAL OPERATORS AND APPLICATIONS	스위스	16629981	1.3	14.3
10238	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS	영국	0362546X	1.3	14.3
11825	국제전문학술지(SCIE)	ELSEVIER	SURFACE SCIENCE REPORTS	네덜란드	01675729	8.7	14.4
6418	국제전문학술지(SCIE)	MDPI	GELS	스위스	23102861	5.3	14.4
9683	국제전문학술지(SCIE)	ELSEVIER IRELAND LTD	MECHANISMS OF AGEING AND DEVELOPMENT	아일랜드	00476374	5.1	14.4
11258	국제전문학술지(SCIE)	BMC	RESPIRATORY RESEARCH	영국	1465993X	5	14.4
3948	국제전문학술지(SCIE)	ELSEVIER	ASIAN JOURNAL OF PSYCHIATRY	네덜란드	18762018	4.5	14.4
4289	국제전문학술지(SCIE)	WILEY	BIPOLAR DISORDERS	미국	13985647	4.5	14.4
8139	국제전문학술지(SCIE)	BMC	JOURNAL OF EATING DISORDERS	영국	20502974	4.5	14.4
8450	국제전문학술지(SCIE)	KEAI PUBLISHING LTD	JOURNAL OF INTEGRATIVE AGRICULTURE	영국	20953119	4.4	14.4
3454	국제전문학술지(SCIE)	AMER PHYSIOLOGICAL SOC	AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY	미국	03636135	4.1	14.4
5220	국제전문학술지(SCIE)	SPRINGER	CONTRIBUTIONS TO MINERALOGY AND PETROLOGY	미국	00107999	3.7	14.4
6466	국제전문학술지(SCIE)	EUROPEAN ASSOC GEOCHEMISTRY	GEOCHEMICAL PERSPECTIVES LETTERS	프랑스	2410339X	3.7	14.4
9075	국제전문학술지(SCIE)	AMER DENTAL ASSOC	JOURNAL OF THE AMERICAN DENTAL ASSOCIATION	미국	00028177	3.5	14.4
6736	국제전문학술지(SCIE)	MDPI	HORTICULTURAE	스위스	23117524	3	14.4
9878	국제전문학술지(SCIE)	SPRINGER	MOLECULAR BREEDING	네덜란드	13803743	3	14.4
10091	국제전문학술지(SCIE)	KARGER	NEONATOLOGY	스위스	16617800	3	14.4
11515	국제전문학술지(SCIE)	ISTA-INT SEED TESTING ASSOC	SEED SCIENCE AND TECHNOLOGY	스위스	02510952	3	14.4
12845	국제전문학술지(SSCI)	CAMBRIDGE UNIV PRESS	BUSINESS HISTORY REVIEW	미국	00076805	1.2	14.4
9932	국제전문학술지(SCIE)	KOREAN SOC MOLECULAR & CELLULAR  BIOLOGY	MOLECULES AND CELLS	대한민국	10168478	6.5	14.5
4044	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	AUTOMATICA	영국	00051098	5.9	14.5
5285	국제전문학술지(SCIE)	CHINA ELECTRIC POWER RESEARCH INST	CSEE JOURNAL OF POWER AND ENERGY SYSTEMS	중국	20960042	5.9	14.5
6802	국제전문학술지(SCIE)	IEEE	IEEE ANTENNAS AND PROPAGATION MAGAZINE	미국	10459243	5.9	14.5
8093	국제전문학술지(SCIE)	IOP PUBLISHING LTD	JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS	영국	14757516	5.9	14.5
5753	국제전문학술지(SCIE)	LIPPINCOTT WILLIAMS & WILKINS	ENDOSCOPIC ULTRASOUND	인도	23039027	5.4	14.5
12337	국제전문학술지(SCIE)	BAISHIDENG PUBLISHING GROUP INC	WORLD JOURNAL OF GASTROENTEROLOGY	미국	10079327	5.4	14.5
14756	국제전문학술지(SSCI)	SAGE PUBLICATIONS LTD	JOURNAL OF VACATION MARKETING	영국	13567667	5	14.5
6046	국제전문학술지(SCIE)	SAGE PUBLICATIONS LTD	EUROPEAN STROKE JOURNAL	영국	23969873	4.5	14.5
7299	국제전문학술지(SCIE)	ELSEVIER	INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION	네덜란드	22124209	4.5	14.5
6924	국제전문학술지(SCIE)	IEEE	IEEE TRANSACTIONS ON NANOBIOSCIENCE	미국	15361241	4.4	14.5
10822	국제전문학술지(SCIE)	BMC	PLANT METHODS	영국	17464811	4.4	14.5
9274	국제전문학술지(SCIE)	WILEY	JOURNAL OF VINYL & ADDITIVE TECHNOLOGY	미국	10835601	3.6	14.5
5279	국제전문학술지(SCIE)	AMER CHEMICAL SOC	CRYSTAL GROWTH & DESIGN	미국	15287483	3.4	14.5
4893	국제전문학술지(SCIE)	TAYLOR & FRANCIS LTD	CLIMACTERIC	영국	13697137	3.2	14.5
12414	국제전문학술지(SSCI)	SPRINGER	ACADEMIC PSYCHIATRY	미국	10429670	2.8	14.5
15530	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT	영국	09243453	2.8	14.5
14005	국제전문학술지(SSCI)	WALTER DE GRUYTER GMBH	IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING	독일	0019042X	2.2	14.5
14681	국제전문학술지(SSCI)	AMER SPEECH-LANGUAGE-HEARING ASSOC	JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH	미국	10924388	2.2	14.5
14818	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	LANGUAGE AND INTERCULTURAL COMMUNICATION	영국	14708477	2.2	14.5
14823	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	LANGUAGE AWARENESS	영국	09658416	2.2	14.5
14825	국제전문학술지(SSCI)	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	LANGUAGE CULTURE AND CURRICULUM	영국	07908318	2.2	14.5
14831	국제전문학술지(SSCI)	SPRINGER	LANGUAGE POLICY	네덜란드	15684555	2.2	14.5
11626	국제전문학술지(SCIE)	WILEY-V C H VERLAG GMBH	SMALL METHODS	독일	23669608	9.1	14.6
11827	국제전문학술지(SCIE)	ELSEVIER	SURFACES AND INTERFACES	네덜란드	24680230	6.3	14.6
3094	국제전문학술지(SCIE)	SPRINGER HEIDELBERG	ACTA GEOTECHNICA	독일	18611125	5.7	14.6
5256	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY	미국	10408428	5.6	14.6
10950	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	PROCEEDINGS OF THE COMBUSTION INSTITUTE	미국	15407489	5.2	14.6
10331	국제전문학술지(SCIE)	MDPI	NUTRIENTS	스위스	20726643	5	14.6
6477	국제전문학술지(SCIE)	ELSEVIER	GEOENERGY SCIENCE AND ENGINEERING	네덜란드	29498929	4.6	14.6
4467	국제전문학술지(SCIE)	BMJ PUBLISHING GROUP	BRITISH JOURNAL OF OPHTHALMOLOGY	영국	00071161	3.5	14.6
11719	국제전문학술지(SCIE)	LIPPINCOTT WILLIAMS & WILKINS	SPINE	미국	03622436	3.5	14.6
12330	국제전문학술지(SCIE)	SPRINGER	WOOD SCIENCE AND TECHNOLOGY	미국	00437719	3	14.6
4197	국제전문학술지(SCIE)	SPRINGER	BIOLOGY & PHILOSOPHY	네덜란드	01693867	1.8	14.6
5938	국제전문학술지(SCIE)	SPRINGER	EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE	네덜란드	18794912	1.8	14.6
11803	국제전문학술지(SCIE)	ELSEVIER SCI LTD	STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE	영국	00393681	1.8	14.6
12773	국제전문학술지(SSCI)	SPRINGER	BIOLOGY & PHILOSOPHY	네덜란드	01693867	1.8	14.6
15723	국제전문학술지(SSCI)	ELSEVIER SCI LTD	STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE	영국	00393681	1.8	14.6
16165	국제전문학술지(A&HCI)	SPRINGER	BIOLOGY & PHILOSOPHY	네덜란드	01693867	1.8	14.6
16456	국제전문학술지(A&HCI)	SPRINGER	EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE	네덜란드	18794912	1.8	14.6
17570	국제전문학술지(A&HCI)	ELSEVIER SCI LTD	STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE	영국	00393681	1.8	14.6
11360	국제전문학술지(SCIE)	OXFORD UNIV PRESS	RHEUMATOLOGY	영국	14620324	4.4	14.7
11525	국제전문학술지(SCIE)	W B SAUNDERS CO-ELSEVIER INC	SEMINARS IN ARTHRITIS AND RHEUMATISM	미국	00490172	4.4	14.7
6281	국제전문학술지(SCIE)	OXFORD UNIV PRESS	FORESTRY	영국	0015752X	3.2	14.7
6328	국제전문학술지(SCIE)	FRONTIERS MEDIA SA	FRONTIERS IN FORESTS AND GLOBAL CHANGE	스위스	2624893X	3.2	14.7
8898	국제전문학술지(SCIE)	ELSEVIER	JOURNAL OF POWER SOURCES	네덜란드	03787753	7.9	14.8
9995	국제전문학술지(SCIE)	WALTER DE GRUYTER GMBH	NANOPHOTONICS	독일	21928606	6.6	14.8
5248	국제전문학술지(SCIE)	TAYLOR & FRANCIS LTD	CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY	영국	10409238	6.4	14.8
9902	국제전문학술지(SCIE)	SPRINGER	MOLECULAR MEDICINE	미국	10761551	6.4	14.8
7912	국제전문학술지(SCIE)	OXFORD UNIV PRESS	JOURNAL OF BONE AND MINERAL RESEARCH	미국	08840431	5.9	14.8
14808	국제전문학술지(SSCI)	ELSEVIER SCI LTD	LAND USE POLICY	영국	02648377	5.9	14.8
5361	국제전문학술지(SCIE)	CURRENT BIOLOGY LTD	CURRENT OPINION IN NEUROBIOLOGY	영국	09594388	5.2	14.8
10270	국제전문학술지(SCIE)	NATURE PORTFOLIO	NPJ GENOMIC MEDICINE	영국	20567944	4.8	14.8
12277	국제전문학술지(SCIE)	SPRINGER	WATER RESOURCES MANAGEMENT	네덜란드	09204741	4.7	14.8
6911	국제전문학술지(SCIE)	IEEE	IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS	미국	00939994	4.5	14.8
8875	국제전문학술지(SCIE)	SPRINGER	JOURNAL OF PLANT GROWTH REGULATION	미국	07217595	4.4	14.8
10812	국제전문학술지(SCIE)	AMER PHYTOPATHOLOGICAL SOC	PLANT DISEASE	미국	01912917	4.4	14.8
7689	국제전문학술지(SCIE)	SPRINGER	JAPANESE JOURNAL OF RADIOLOGY	미국	18671071	4.1	14.8
11712	국제전문학술지(SCIE)	PERGAMON-ELSEVIER SCIENCE LTD	SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY	영국	05848547	3.8	14.8
12625	국제전문학술지(SSCI)	SPRINGER	APPLIED RESEARCH IN QUALITY OF LIFE	네덜란드	18712584	2.5	14.8
13452	국제전문학술지(SSCI)	POLICY PRESS	EVIDENCE & POLICY	영국	17442648	2.5	14.8
13579	국제전문학술지(SSCI)	SPRINGER	GROUP DECISION AND NEGOTIATION	네덜란드	09262644	2.5	14.8
4827	국제전문학술지(SCIE)	ELSEVIER SCIENCE INC	CHINESE CHEMICAL LETTERS	미국	10018417	8.9	14.9
